type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;20;vice président 5;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;إلهام جوريف;إلهام جوريف;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;20;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد بووضاض;محمد بووضاض;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;21;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الحفيظ الفلاحي;عبد الحفيظ الفلاحي;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;22;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد المجيد الكدادى;عبد المجيد الكدادى;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;23;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;مبارك بن جعفر;مبارك بن جعفر;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;3;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;حفيظ اربوح;حفيظ اربوح;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;4;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;ناصر بنوارة;ناصر بنوارة;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;5;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;احمد مسرار;احمد مسرار;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;6;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبد الكريم الهيراوي;عبد الكريم الهيراوي;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;7;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;الحسين العفيفى;الحسين العفيفى;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;8;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;رقية الناصيري;رقية الناصيري;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;8;secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الفتاح بوغديرة;عبد الفتاح بوغديرة;;;;2376;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Ras El Ain;9;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبد المولى الدغمومي;عبد المولى الدغمومي;;;;2162;0,74;6106
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;1;vice président 2;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ميلود الصفيحي;ميلود الصفيحي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;10;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حفيضة الفراوي;حفيضة الفراوي;;;;1295;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;10;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;خالد الفكاس;خالد الفكاس;;;;1295;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;11;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبد الدائم الكرماعي;عبد الدائم الكرماعي;;;;729;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;12;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد الحلبي;محمد الحلبي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;13;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;زياد الناسك;زياد الناسك;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;14;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الفتاح الادريسي;عبد الفتاح الادريسي;;;;922;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;15;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عز الدين مساعف;عز الدين مساعف;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;مريم البقالي;مريم البقالي;;;;922;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هشام البقالى;هشام البقالى;;;;922;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;17;vice président 3;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;مبارك الحيرش;مبارك الحيرش;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;17;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;نجية السبتاوي;نجية السبتاوي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;18;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبدالمالك الماضي;عبدالمالك الماضي;;;;413;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;19;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد المالك ابوفارس;عبد المالك ابوفارس;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;2;vice secrétaire du conseil;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عثمان الزراري;عثمان الزراري;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;20;secrétaire du conseil;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;العربي القاري;العربي القاري;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;21;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هشام ايت بن عبيس;هشام ايت بن عبيس;;;;922;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;22;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عادل العباسي;عادل العباسي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;23;vice président 1;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;الحسن العباسي;الحسن العباسي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;3;président;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;مصطفى شوعبي;مصطفى شوعبي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;4;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عمر السطوري;عمر السطوري;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حميد عركاش;حميد عركاش;;;;1295;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;6;vice président 4;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;ياسين لهبيبي;ياسين لهبيبي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;7;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;حميد زنوري;حميد زنوري;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;8;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;بديعة اوزيد;بديعة اوزيد;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;8;vice président 5;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد اوزيد;محمد اوزيد;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;9;vice président 6;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;العالية بالعالية;العالية بالعالية;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Sidi Chiker;9;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;هدي السداتي;هدي السداتي;;;;3499;0,78;6892
Communale;Communale;Marrakech - Safi;Youssoufia;Youssoufia (Mun.);1;vice président 6;FFD;Parti du Front des Forces Démocratiques;حزب جبهة القوى الديمقراطية;ابراهيم الفينو;ابراهيم الفينو;;;;339;0,32;9759
Communale;Communale;Marrakech - Safi;Youssoufia;Youssoufia (Mun.);1;conseiller;PLJS;Parti de la Liberté et de la Justice Sociale;حزب الحرية والعدالة الاجتماعية;ابراهيم ضمايسي;ابراهيم ضمايسي;;;;260;0,32;9759
Communale;Communale;Marrakech - Safi;Youssoufia;Youssoufia (Mun.);1;vice secrétaire du conseil;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;احمد صظار;احمد صظار;;;;2044;0,32;9759
Communale;Communale;Casablanca - Settat;Casablanca;Moulay Rachid (Arrond.);15;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;يوسف حلومي;يوسف حلومي;;;;4253;0,19;15606
Communale;Communale;Casablanca - Settat;Casablanca;Moulay Rachid (Arrond.);15;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;يوسف مبروك;يوسف مبروك;;;;1945;0,19;15606
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;بشرى صبر الله;بشرى صبر الله;;;;2437;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;جليل بربوشي;جليل بربوشي;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حسناء مبتسيم;حسناء مبتسيم;;;;2437;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حليمة فكري;حليمة فكري;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;خديجة امزيوقة;خديجة امزيوقة;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;UMD;Union Marocaine pour la démocratie;حزب الاتحاد المغربي للديمقراطية;رحال شهاب;رحال شهاب;;;;498;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;سعيد قصبي;سعيد قصبي;;;;2113;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عائشة كوثر;عائشة كوثر;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد الاله امهدي;عبد الاله امهدي;;;;2437;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;عبد الاله فراخ;عبد الاله فراخ;;;;1656;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;vice président 3;FFD;Parti du Front des Forces Démocratiques;حزب جبهة القوى الديمقراطية;عبد الحق المبشور;عبد الحق المبشور;;;;518;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;vice président 4;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;عبد الكريم لشهم;عبد الكريم لشهم;;;;2113;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد اللطيف مستكفي;عبد اللطيف مستكفي;;;;562;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;عبد اللطيف مطيب;عبد اللطيف مطيب;;;;1298;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;vice président 5;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;عبد المجيد فضي;عبد المجيد فضي;;;;882;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد المطلب مقبول;عبد المطلب مقبول;;;;2437;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;فاطمة الزاهر;فاطمة الزاهر;;;;2113;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;فاطمة الزهراء بندبا;فاطمة الزهراء بندبا;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;فاطنة مهبوت;فاطنة مهبوت;;;;1656;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;فتيحة الواد;فتيحة الواد;;;;2113;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;لحسن فتحي;لحسن فتحي;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد الزين;محمد الزين;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد حدادي;محمد حدادي;;;;9487;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PAM;Parti Authenticité et Modernité;حزب الأصالة والمعاصرة;محمد حماما;محمد حماما;;;;1298;0,25;21612
Communale;Communale;Casablanca - Settat;Casablanca;Sidi Othmane (Arrond.);16;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;محمد معايط;محمد معايط;;;;1656;0,25;21612
